itemname,contents
오징어 참나물볶음 세트 ,"평소에 오징어 볶음 좋아하는데,
역시나 맛있네요!
체험으로 일단 시켜봤는데, 앞으로도 자주 시켜먹을듯해요~
"
춘천식 고추장 닭구이 ,"아이들이 좋아해서 다시 구매합니다. 맛과 영양이 가득한 닭고기 요리예요.  기름에 튀긴 치킨보다 훨씬 좋아요!!
"
부드러운 닭가슴살 콥 샐러드,"야채도 신선하고, 소스도 너무 맛있어요!
건강식단이네요~추천합니다."
문어 사과 카르파쵸 샐러드,건강한 식재료가 신선해서 맛있어요. 과일이나 견과류 추가해서 먹으니 건강이 배가 되고 몸이 가벼워지는 기분이 들어요.
포두부 쉬림프 샐러드 세트,건강한 식재료가 신선해서 맛있어요. 과일이나 견과류 추가해서 먹으니 건강이 배가 되고 몸이 가벼워지는 기분이 들어요.
여주 소불고기 세트,"달짝지근한 소불고기 양념이었어요.
대체적으로 만족합니다.

여주라는 식재료를 처음 알게되었어요. 맛있게 잘 먹었습니다."
낙지 무채무침 ,무채도 오독오독 식감이 좋고 편 썰어진 마늘도 들어 있습니다. 양념이 참 맛있습니다.
모짜렐라 루꼴라 샐러드,그리팅 샐러드는 채소부터 신선함이 느껴져요ㅋㅋ 먹을 시간을 놓쳐서 배송받고 이틀후에 먹었는데.. 동네마트 지하에서 마감떨이 하는 상품들보다 백배천배 더 신선했음..;;; 
흑미 전복 리소토,"신제품이 나와서 얼른 주문했어요...근데  배송 확인차 달린 후기를 봤는데.. 별로라고 해서.. 취소할까 잠시 고민을 ㅠㅠ 주말에 남편이랑 먹을게 없어서.. 기대보다는 걱정하는 마음으로 먹었는데.. 전.. 너무 만족해요! 
전복이며 소라며 엄청 쫄깃하게 씹히는 식감도 좋고, 조미료를 넣지 않았다고 하는데 간간한 맛이 나서 한그릇 후딱 해치웠거든요. 건강식이라서 배달음식이랑 비교하면 안되지만.. ㅎ 배달앱에서 시켜먹는 음식보다 가격도 괜찮고 맛있어요. 다른 리조또도 같이 나오면 쟁여뒀다가 주말에 먹을거에요!! 그리팅 먹으면 다른건 몰라도 전 몸이 붓지 않더라고요.. 입맛이 길들여지다보니까 첨가물 들어간 다른 음식들은 먹으면 몸에서부터 확 티가 나더라고요.. 다른 신메뉴도 기다리고 있을게욤 ~ :ㅇ "
옐로우아이빈 팥죽 (1인분),엄마가 팥죽을 좋아하시는데.. 시중에 파는게 너무 달고 첨가물도 많이 들어갔다고 해서. 그리팅 시켜드렸어요! 좋아하시네요 ~ 
리코타 허브감자 샐러드,헬스장 언니가 추천해줘서ㅋㅋ 구매했는데.. 양이 혜자스럽네여ㅋㅋ 운동하면서도 먹기 좋아요~
제주고사리 고추잡채&꽃빵 ,진짜 이거슨 고량주가 함께하지 않아 아쉬울뿐.. 맛있음...!!! ☆
[vezzly] 미미 카스테라,현백 베즐리에서 맛볼 수 있었던 미미카스테라를 집에서 먹다니~~~ 좋아요~~!!! 
[1Table] 화식한우 사골곰국,"이때까지 여러군데 곰국을 먹어봤지만
화식한우 사골곰국이 가장 진하고 맛있는것 같아요^^"
[1Table] 화식한우 사골곰국,"이때까지 여러군데 곰국을 먹어봤지만
화식한우 사골곰국이 가장 진하고 맛있는것 같아요^^"
보양 추어탕 (1인분),"정.말.맛.있.네.요
깜짝 놀랐습니다. 예전에 다른 반찬배달업체에서 먹었을 때는 뼈가 씹히고 흐릿해서 다 버렸는데ㅜ 저도 그렇지만 부모님도 어느 가게에서 사왔냐며; 정말 잘 먹었습니다!"
구운버섯 아보카도 샐러드 세트 ,칼로리가 낮아서 배가 고플지알고 추가로 빵을 사왔는데 배가 충분히 부르네요. 맛도 깔끔한편입니다.
두부찹스테이크 세트,아침에 간단하게 먹기 좋아요 전자렌지 2분으로 방금 만든것처럼 따끈한 반찬이 되니 간편하네요
아스파라거스 돼지불고기 세트,생각보다 먹기 편하고 반찬이 골고루 간도 세지 않게 되어 있어서 맛있게 먹을수 있는 도식락 입니다
단호박 오리로스구이 세트 ,생각보다 먹기 편하고 반찬이 골고루 간도 세지 않게 되어 있어서 맛있게 먹을수 있는 도식락 입니다
돼지고기 톳볶음 세트 ,생각보다 먹기 편하고 반찬이 골고루 간도 세지 않게 되어 있어서 맛있게 먹을수 있는 도식락 입니다
시래기 돼지고기찜 세트 ,생각보다 먹기 편하고 반찬이 골고루 간도 세지 않게 되어 있어서 맛있게 먹을수 있는 도식락 입니다
볶음 쟁반 자장면,조리법대로 했어요 간편하게 먹을수있어 좋아요 약간 매콤하고 양도 충분했어요
고추잡채 덮밥 소스 세트 ,"와 고추잡채 진짜 맛있었어요..밥 1공기 순삭이에요.
그리고 닭강정?!도 단짠단짠 소스ㅠㅠ 완전 제가 좋아하는 맛이었어요.

1끼 든든하게 잘 먹었습니다.
그리팅 최고에요."
매콤 꾸지뽕 닭살볶음 세트 ,"닭살볶음 양념이 특히 맛있어요.
닭살도 부드러웠어요.

그리고 오징어반찬도 집에서 한 것처럼 자극없는 맛이었어요.
잘 먹었습니다. 또 주문할게요."
낙지 무채무침 ,낙지의 쫄깃 함과 무생체의 아삭함 매콤한 양념이 잘어우려져 맛있었어요
궁채나물볶음,아삭아삭하니 식감이 좋네요 고소하니 맛도 좋구 잘먹었습니다.
[1Table] 갈비 낙지 볶음밥,"그냥 그럭저럭 보통
보통맛이랍니다
보통 그저 보통  ㅋ"
[1Table] 갈비 낙지 볶음밥,"그냥 그럭저럭 보통
보통맛이랍니다
보통 그저 보통  ㅋ"
[1Table] 우미학 차돌 깍두기 볶음밥,"최고로  맛있네요
최고로 맛있습니다
베스트 볶음밥 최고"
[1Table] 우미학 차돌 깍두기 볶음밥,"최고로  맛있네요
최고로 맛있습니다
베스트 볶음밥 최고"
커리 치킨 샐러드,"ㅋ 샐러드 이건 보통이하입니다.
소스도 별루에다 전체적으로 비추"
[1Table] 양구 시래기밥,그냥 그럭저럭  보통 보통 이랍니다~~~~~~~~~~^^^^^^
[1Table] 양구 시래기밥,그냥 그럭저럭  보통 보통 이랍니다~~~~~~~~~~^^^^^^
볶음짬뽕,"그냥 여러가지 소스들이 따로노는듯 비매칭되는 맛입니다
"
흑마늘 황기 찜닭 (2~3인분),"정말 맛있네요. 맛있다는 말밖에 할 말이 ㅎㅎ
밥과 함께 아주 잘 먹었습니다"
과카몰리 씨푸드 샐러드 ,"씨푸라기엔 해산물 양은 적은 편이긴 했는데
크기 자체가 작지는 않았어요.
과카몰리는 생각보다 많았고요.
견과류나 올리브 양도 꽤 많아서 씹는 느낌도 나쁘지 않았어여"
부드러운 닭가슴살 콥 샐러드,닭가슴살은 좀 뻑뻑한 느낌이 있었지만 양이 많아서 더 그렇게 느낀 것 같기도 하고..ㅋㅋㅋ 구성이 좋아요. 포크가 없나 했는데 중앙에 소스랑 같이 들어있어서 회사에서도 편하게 먹을 수 있었어요.
[vezzly] 쌀조청 롤케이크,맛있는거에 비해양이 매우 적어서 게눈감추듯 사라졌다는 후문이....
[1Table] 우미학 차돌 깍두기 볶음밥,"저도 아이들도 모두 좋아한 메뉴였네요  적절히 매콤+달콤 
매우 맛있었는지 큰아이는 양이 부족하다고 하네요"
[1Table] 우미학 차돌 깍두기 볶음밥,"저도 아이들도 모두 좋아한 메뉴였네요  적절히 매콤+달콤 
매우 맛있었는지 큰아이는 양이 부족하다고 하네요"
[7월] 패밀리 패키지,"저는 개인적으로 모두 마음에 들었는데 저희 집 아이들은 선호도가 확실하네요 닭요리만 집중공략,, 하지만 깔끔한 요리 맘에 듭니다."
[7월] 3days 샐러드 패키지,"식사한끼로도 적합한 샐러드, 구성도 다양하고 양도 풍부하여 기대 이상이었습니다. 매우 만족합니다"
유근피 녹두 삼계죽 (1인분),배송도 빠르고 몸에 좋은 음식을 믿고 먹을 수 있어서 너무 좋아요
옐로우아이빈 팥죽 (1인분),배송도 빠르고 몸에 좋은 음식을 믿고 먹을 수 있어서 너무 좋아요
곰취된장찜 ,배송도 빠르고 몸에 좋은 음식을 믿고 먹을 수 있어서 너무 좋아요
비트 무화과 타히니 샐러드,풍성한 메뉴 구성을 간단하게 먹을 수 있어서 너무 좋습니다
마씨앗 닭볶음탕 세트 ,풍성한 메뉴 구성을 간단하게 먹을 수 있어서 너무 좋습니다
두부찹스테이크 세트,풍성한 메뉴 구성을 간단하게 먹을 수 있어서 너무 좋습니다
매운 해물덮밥소스 세트 ,풍성한 메뉴 구성을 간단하게 먹을 수 있어서 너무 좋습니다
[1Table] 담양 죽순밥,담백하고 맛있어요.  간도 세지 않아서 부담없이 먹기 좋아요. 
[1Table] 담양 죽순밥,담백하고 맛있어요.  간도 세지 않아서 부담없이 먹기 좋아요. 
부드러운 닭가슴살 콥 샐러드,배송도 빠르고 몸에 좋은 음식을 믿고 먹을 수 있어서 너무 좋아요
모둠 해초볶음,풍성한 메뉴 구성을 간단하게 먹을 수 있어서 너무 좋습니다
병아리콩 불고기 샐러드 세트 ,"병아리콩이랑 불고기 조화가 아주 좋아요
맛있습니다 추천"
인도식 견과 커리 세트,"인도커리 치킨마크니 맛이에요 
진짜루 맛나요 또나오면 먹을꺼에요"
멕시칸 타코 샐러드 ,이번에는 그냥 먹었지만 쉐킷쉐킷해서 또띠야같은 데 넣어서 말면 타코랩처럼 될 것 같네요. 담에는 그렇게 함 먹어보겠습니다. 
매콤 꾸지뽕 닭살볶음 세트 ,"매콤 구지뽕 닭살볶음이 주요 요리 인데 양이 적은듯 하여 아쉬웠습니다.
"
고추잡채 덮밥 소스 세트 ,"피망의 식감이 살아 있어 맛있게 먹었습니다.
건강을 위한 식단이라 그런지
간이 조금 약한듯 "
나물 비빔 세트,"나물 각각의 향과 맛이 살아 있어 좋았습니다.
양도 모자람없이 좋았습니다."
과카몰리 씨푸드 샐러드 ,채소가 싱싱하고 드레싱도 깔끔해서 먹기 편했습니다. 견과류와 말린 과일이 적절히 들어있어 맛이 지겹지 않았어요. 양도 꽤 되어서 포만감도 어느정도 느껴졌습니다. 다시 주문할 예정입니다.
매콤 꾸지뽕 닭살볶음 세트 ,"닭살볶음부터 밑반찬, 샐러드까지 너무 맛있고 먹고난 후 든든했습니다. 강추하고 재구매의사 있어요."
강황 닭갈비 세트 ,반찬 구성도 다양하고 맛있었습니다. 메인뿐만 아니라 표고버섯 무나물과 고추무침도 좋았어요. 완자구이의 소스는 약간 짭네요.
건강한 자장소스 세트,"이것도 재어 두고 먹을 품목
자장 소스를 이렇게 맛을 낼  수 있다니 
강추입니다"
[1Table] 한우 잡채볶음밥,"만들어 먹으려면은 복잡한데 볶으면 끝
간이 약한 맛이예요~~ "
[1Table] 한우 잡채볶음밥,"만들어 먹으려면은 복잡한데 볶으면 끝
간이 약한 맛이예요~~ "
[1Table] 와규 함박스테이크,촉촉 단짝 아이들이 너무 좋아했어요 달걀후라이와 만나면 담백한 맛도 느껴요 건강한 함박
고사리 소불고기 숙쌈 세트,다른 메뉴와 달리 샐러드가 아닌 숙쌈이 있어서 색다른 맛이 있었습니다. 양배추가 좀 더 컸음 좋겠어요.
고추잡채 덮밥 소스 세트 ,"식단에 야채, 고기가 골고루 들어가 있어서 영양섭취에 대해 신경 안쓸 수 있어서 좋아요. 고추잡채 맛있었어요."
여주 소불고기 세트,"맛있고 든든했어요. 단, 밑반찬인 황태에서 가시가 많이 씹혀서 먹기 불편했어요. 황태도 양념은 맛있었습니다."
두부찹스테이크 세트,"두부와 가지 요리는 맛이 좋았는데, 바질 돼지볶음은 돼지냄새가 좀 심했어요. 샐러드도 좋았습니다."
멸치 아몬드볶음,"너무 짭지않고 삼삼하니 건강한 맛입니다.
개인적으로 멸치가 작아서 좋네요 맛있게 잘 먹었어요"
고사리 소불고기 숙쌈 세트,점심시간 그리팅을 이용하여 식사를 하는데 저당메뉴는 먹고나면 배고픈 감이 있지만 이 메뉴는 숙쌈이 푸짐하여 시간이 지나도 배고픔이 거의 없는게 장점인 것 같습니다.
흑마늘 황기 찜닭 (2~3인분),기대보다는 그냥 그랬어요. 닭다리4개 기타 조그만 닭가슴살 등등 들어있어요. 
검은콩 캐슈넛 닭볶음 세트,"매일3끼먹을게 아니라 체험팩으로 3개만시켰는데
재료도 신선하고 맛있고
건강한맛이에요~^^
"
고사리 소불고기 숙쌈 세트,"매일3끼먹을게 아니라 체험팩으로 3개만시켰는데
재료도 신선하고 맛있고
건강한맛이에요~^^
"
아스파라거스 돼지불고기 세트,"매일3끼먹을게 아니라 체험팩으로 3개만시켰는데
재료도 신선하고 맛있고
건강한맛이에요~^^
"
부드러운 닭가슴살 콥 샐러드,"양이 은근 많아요
아보카도 조금 더 들어갔음 좋겠어요.

아 같이 챙겨주신 포크는 조금 불편했어요.
포크가 자꾸 망가지더라구요


양파드레싱도 제 입맛에 맞았습니당.
전반적으로 만족해요"
보양 추어탕 (1인분),"원래 추어탕  별로 좋아하지않는데 뼈가  씹히지않게 부드럽게 갈리고 건더기도 넉넉하고 맛도 좋아서 다 먹었네요
특히.애들도 맛있다고 잘먹어요"
[바로란] 텃골농장 구운란 (10구),구운계란이 있었으면 좋겠다 생각했는데 구매할수있어서 좋아요  맛도 좋네요
나물 4종 샘플러,"비빔야채가 골고루 들어있고 고추장까지 있어서 후라이 하나만 하니 한그릇이 완성됐어요
양이 넉넉해서 2인분 정도 되는것 같습니다"
슈퍼곡물 구운채소 샐러드 세트 ,"신선하고 내 입맛에 맞아서 우선 좋았고
또 먹어 보고 싶은 샐러드 입니다!"
스파이시 참치 케이퍼 샐러드 세트 ,"영양이 듬뿍 고루 들은 샐러드 좋았어요!
양도 부족함이 없고 맛도 살리고 가격도
좋아요"
탄두리 후무스 샐러드 세트 ,"배태랑 시충후 구매하여 먹어보았어요.
맛나고 한끼로 든든하게 좋았어요"
들깨 시래기나물,짜지 않고 은은하게 생선의 고소한 기름 맛이 느껴지네요.맛있게 잘 먹었어요. 
돼지고기 애호박 짜글이 세트 ,돼지고기 애호박 짜글이 세트 양념 맛있어요 고기가 약간 질겨서 아쉬워요
매운 해물덮밥소스 세트 ,브로콜리랑 밥이 죽처럼 부드럽게 섞여있어서 아침에 먹기 좋은 것 같아요
삼복 백숙 패키지 (2인),"연잎수육은 전자렌지에서 꺼낼때부터 뭔가 약재 향이 나서 냄새로 벌써 건강해지는 닉김이 나요.
잎에 싸여있어서 그런지 수육이 촉촉하고 맛있네요.

장각 백숙도 아주 딱! 보통 삼계탕은 칼로리 엄청 높아서 부담인데 큰 닭다리 하나에 죽이랑 먹으니까 아주 그냥 딱이네용 꽝꽝 언 상태라 물 넣고 25분 끓였어요.

낙지도 쫄깃 탱탱 무채도 아삭아삭 대만족입니다.
"
